1477,155000
1751,25500
1765,140000
2770,235000
1792,120000
56920,4800000
945,97000
200,4800000
1262,72450
2976,350000
2393,153900
1185,20000
1737,258000
1303,170000
811,75000
1931,151480
1259,112500
2105,127835
1660,104340
7470,2400000
1470,17000
1863,220000
1230,46750
2095,140000
1165,7125
1629,30000
1591,112000
1489,115000
2550,105975
5301,912000
1451,138700
2052,650000
813,60000
699,173000
2774,200000
1424,81400
1470,42500
2105,185000
2227,140000
1387,85000
77961,4850000
5371,437500
780,30000
1455,110000
564,13000
915,52343
2266,14600
1594,82500
2238,165000
2093,311300
95498,7282542
2473,26500
3596,325000
4218,430000
1688,105000
2173,132500
89929,12396807
1800,95000
1900,97000
1687,102000
758,72000
1632,163000
2685,280000
2555,129900
4556,398000
1509,324000
1292,50000
2399,120000
811,55000
2061,145000
1884,169400
1852,361000
2217,20000
1368,120000
1198,20000
2355,150000
1201,116000
808,55000
1792,30100
2628,62000
1421,103000
1088,70299
1777,179900
2405,119000
1521,200000
1887,165000
2271,181300
936,25000
1838,145000
1881,118900
2519,126000
4000,180000
2550,156000
2883,240000
1631,145000
2326,178000
1614,20000
3976,249600
464,45000
1717,20000
2410,314700
1724,135000
1267,230000
7420,175000
1796,133100
1128,29680
930,159000
3345,132000
801,275500
3004,215000
1662,184500
2684,525000
4977,560000
2825,50000
1329,150000
3983,220000
2264,21461
933,13500
1669,94000
4000,225000
1960,80000
5192,515000
2208,84500
2004,70000
900,110000
1023,25000
3050,232500
1458,26500
2168,172000
1321,50500
2108,185000
2039,109126
2224,169000
4369,270000
1080,50000
1086,24000
1097,6500
2335,149000
918,25000
875,84000
10420,635000
771,66000
1192,93000
2236,170000
1217,175000
4036,180500
1629,153000
735,16000
2027,106926
2309,109980
1093,37440
672,153000
2382,185500
1808,176000
2577,225000
818,26350
35614,2711000
2608,262000
2450,165000
1559,30000
678,114000
1526,105000
1368,80000
1736,292500
2350,179900
6300,1205550
2004,179470
1923,60000
1915,178500
3288,230000
1403,71000
728,16500
786,53000
1966,141500
3268,525000
2938,322650
1751,135000
3564,305000
1663,85000
1100,30000
2058,45000
1917,82200
2280,182500
1843,160000
2952,233245
1797,7500
3029,140000
5760,345000
3175,375000
2089,469000
1738,252400
699,175000
2088,600000
4418,235000
2144,90000
2848,550000
2971,225000
1022,93000
1823,159000
1123,63500
1182,9500
4230,500000
678,120000
1731,205000
32629,2331400
1708,70000
